CLLI;País;CNPJ;Razão Social;Tipo;SubTipo;Modalidade;CON/DEV;Filial;Endereço;Cidade;Estado;Depto.;C. Contábil;Fornecedor;SAP;CNPJ Fornecedor;Conta/UC;Medidor;Taxa USD;Fator;Pagamento;Grupo;ICMS;PIS/PASEP;COFINS;Dia da Leitura;Disponível;Nota Fiscal;Mês;Ano;Vencimento;Enviada;  Valor Local  ;Bandeira;Dias Medidos;    Leitura Anterior    ;    Leitura Atual    ;      KWH      ;Per. Inicial Consulta;Per. Final Consulta; Contratado Demanda HTF  (KW) ; Contrado Demanda HTP  (KW) ; Consumido Demanda HFP ($) ; Consumido Demanda HTP ($) ; Quantidade Demanda HFP (KW) ; Quantidade Demanda HP (KW) ; Outros Encargos ($) ; Quantidade encargos KWH ; Multas/Penalidades $ ; Impostos $ ; Descontos $ ;Media Kw;Valor USD;USD/Kw;USD/Kwh;Projeção de Imposto;USD s/ Imposto;USD/Kw S/ Imp.
CTIABZAF;BRASIL;72.843.212/0001-41;CENTURYLINK COMUNICACOES DO BRASIL;TELEPORTO;DC;CONVENCIONAL;CONSUMO;GATEWAY COTIA;AV EID MANSUR 666 - 06708-070 - COTIA/SP;COTIA;SP;J639LT6;65366540;ENEL SP (ELETROPAULO);186585;61.695.227/0001-93;10013582 / 202593741;13149380;5,27;;;A2 - COMERCIAL;18%;18%;18%;31;15;76947;1;2021;02/02/2021;02/02/2021; 505.167,95 ;N.A;30; 2.605.946,400 ; 2.671.732,800 ;;31/12/2020;31/01/2020;;;;;;;;;;;;;;;;0;;
RJNRBZAK;BRASIL;72.843.212/0002-22;CENTURYLINK COMUNICACOES DO BRASIL;TELEPORTO;DC;CONVENCIONAL;DEVEC;TELEPORTO RIO DE JANEIRO;R S CRISTOVAO 138;RIO DE JANEIRO;RJ;J639LT6;65366540;LIGHT;186585;60.444.437/0001-46;20002522 / 430197734;90 L570 79;5,27;;;Comercial;;;;30;15;5623;1;2021;26/02/2021;26/02/2021; 230.495,37 ;N.A;31;;;;31/12/2020;31/01/2021;;;;;;;;;;;;;;;;0;;
RJNRBZAK;BRASIL;72.843.212/0002-22;CENTURYLINK COMUNICACOES DO BRASIL;TELEPORTO;DC;CONVENCIONAL;CONSUMO;TELEPORTO RIO DE JANEIRO;R S CRISTOVAO 138;RIO DE JANEIRO;RJ;J639LT6;65366540;LIGHT;186585;60.444.437/0001-46;20002522 / 400217425;9082755;5,27;;;Comercial;32%;1%;3%;30;15;1484;4;2021;28/05/2021;28/05/2021; 466.503,90 ;N.A;30;;;;31/03/2021;30/04/2021; 2.400,000 ; 2.300,000 ; 82.367,96 ;; 2.400,000 ; 2.300,000 ; 351.825,31 ; 1.529.748,000 ; -   ; 169.083,51 ;-110.033,39 ;;;;;27,18%;;
RJNRBZAK;BRASIL;72.843.212/0002-22;CENTURYLINK COMUNICACOES DO BRASIL;TELEPORTO;DC;CONVENCIONAL;CONSUMO;TELEPORTO RIO DE JANEIRO;R S CRISTOVAO 138;RIO DE JANEIRO;RJ;J639LT6;65366540;LIGHT;186585;60.444.437/0001-46;20002522 / 400217425;9082755;5,27;;;Comercial;32%;1%;3%;30;15;1991;1;2021;01/03/2021;01/03/2021; 445.879,78 ;N.A;31;;;;31/12/2020;31/01/2021; 2.400,000 ; 2.300,000 ; 68.142,64 ; 121.682,06 ; 2.400,000 ; 2.316,000 ; 345.607,60 ; 1.599.703,000 ; -   ; 4.997,83 ;-94.550,35 ; 540.430,13 ;;;;27,18%;;
ATK12345;BRASIL;72.843.212/0002-22;CenturyLink Comunicaçõe;DATACENTER;DATACENTER;CONVENCIONAL;CONSUMO;ALTA - AMERICA LATINA TELECOM AVANC;;;SP;J639LT1;69112306;Netex - Other Direct;189271;;Netex - Other Direct;Netex - Other Direct;5,27;;;;;;;;;;1;2021;01/01/2021;01/01/2021; 29.491,83 ;N.A;30;;;;;;;;;;;;;;;;;;;;;0,00%;;
ATK12345;BRASIL;72.843.212/0002-22;CenturyLink Comunicaçõe;DATACENTER;DATACENTER;CONVENCIONAL;CONSUMO;ASCENTY DATA CENTERS E TELECOMUNICA;;;SP;J639LT1;69112306;Netex - Other Direct;186287;;Netex - Other Direct;Netex - Other Direct;5,27;;;;;;;;;;1;2021;01/01/2021;01/01/2021; 6.796,07 ;N.A;30;;;;;;;;;;;;;;;;;;;;;0,00%;;
ATK12345;BRASIL;72.843.212/0002-22;CenturyLink Comunicaçõe;DATACENTER;DATACENTER;CONVENCIONAL;CONSUMO;ASCENTY DATA CENTERS E TELECOMUNICA;;;SP;J639LT1;69112306;Netex - Other Direct;188186;;Netex - Other Direct;Netex - Other Direct;5,27;;;;;;;;;;1;2021;01/01/2021;01/01/2021; 3.244,51 ;N.A;30;;;;;;;;;;;;;;;;;;;;;0,00%;;
ATK12345;BRASIL;72.843.212/0002-22;CenturyLink Comunicaçõe;DATACENTER;DATACENTER;CONVENCIONAL;CONSUMO;ASCENTY DATA CENTERS E TELECOMUNICA;;;SP;J639LT1;69112306;Netex - Other Direct;189581;;Netex - Other Direct;Netex - Other Direct;5,27;;;;;;;;;;1;2021;01/01/2021;01/01/2021; 5.972,55 ;N.A;30;;;;;;;;;;;;;;;;;;;;;0,00%;;
ATK12345;BRASIL;72.843.212/0002-22;CenturyLink Comunicaçõe;DATACENTER;DATACENTER;CONVENCIONAL;CONSUMO;ASCENTY DATA CENTERS E TELECOMUNICA;;;SP;J639LT1;69112306;Netex - Other Direct;189857;;Netex - Other Direct;Netex - Other Direct;5,27;;;;;;;;;;1;2021;01/01/2021;01/01/2021; 4.846,29 ;N.A;30;;;;;;;;;;;;;;;;;;;;;0,00%;;
ATK12345;BRASIL;72.843.212/0002-22;CenturyLink Comunicaçõe;DATACENTER;DATACENTER;CONVENCIONAL;CONSUMO;IFTNET TELECOMUNICACOES LTDA;;;SP;J639LT1;69112306;Netex - Other Direct;186334;;Netex - Other Direct;Netex - Other Direct;5,27;;;;;;;;;;1;2021;01/01/2021;01/01/2021; 2.500,00 ;N.A;30;;;;;;;;;;;;;;;;;;;;;0,00%;;
ATK12345;BRASIL;72.843.212/0002-22;CenturyLink Comunicaçõe;DATACENTER;DATACENTER;CONVENCIONAL;CONSUMO;TIVIT TERC DE PROC SERV E TECNOL SA;;;SP;J639LT1;69112306;Netex - Other Direct;187658;;Netex - Other Direct;Netex - Other Direct;5,27;;;;;;;;;;1;2021;01/01/2021;01/01/2021; 68.477,66 ;N.A;30;;;;;;;;;;;;;;;;;;;;;0,00%;;
ATK12345;BRASIL;72.843.212/0002-22;CenturyLink Comunicaçõe;DATACENTER;DATACENTER;CONVENCIONAL;CONSUMO;ALTA - AMERICA LATINA TELECOM AVANC;;;SP;J639LT1;69112306;Netex - Other Direct;189271;;Netex - Other Direct;Netex - Other Direct;5,27;;;;;;;;;;2;2021;01/02/2021;01/02/2021; 29.491,83 ;N.A;30;;;;;;;;;;;;;;;;;;;;;0,00%;;
ATK12345;BRASIL;72.843.212/0002-22;CenturyLink Comunicaçõe;DATACENTER;DATACENTER;CONVENCIONAL;CONSUMO;ASCENTY DATA CENTERS E TELECOMUNICA;;;SP;J639LT1;69112306;Netex - Other Direct;186287;;Netex - Other Direct;Netex - Other Direct;5,27;;;;;;;;;;2;2021;01/02/2021;01/02/2021; 6.796,07 ;N.A;30;;;;;;;;;;;;;;;;;;;;;0,00%;;
ATK12345;BRASIL;72.843.212/0002-22;CenturyLink Comunicaçõe;DATACENTER;DATACENTER;CONVENCIONAL;CONSUMO;ASCENTY DATA CENTERS E TELECOMUNICA;;;SP;J639LT1;69112306;Netex - Other Direct;188186;;Netex - Other Direct;Netex - Other Direct;5,27;;;;;;;;;;2;2021;01/02/2021;01/02/2021; 3.244,51 ;N.A;30;;;;;;;;;;;;;;;;;;;;;0,00%;;
ATK12345;BRASIL;72.843.212/0002-22;CenturyLink Comunicaçõe;DATACENTER;DATACENTER;CONVENCIONAL;CONSUMO;ASCENTY DATA CENTERS E TELECOMUNICA;;;SP;J639LT1;69112306;Netex - Other Direct;189581;;Netex - Other Direct;Netex - Other Direct;5,27;;;;;;;;;;2;2021;01/02/2021;01/02/2021; 5.972,55 ;N.A;30;;;;;;;;;;;;;;;;;;;;;0,00%;;
ATK12345;BRASIL;72.843.212/0002-22;CenturyLink Comunicaçõe;DATACENTER;DATACENTER;CONVENCIONAL;CONSUMO;ASCENTY DATA CENTERS E TELECOMUNICA;;;SP;J639LT1;69112306;Netex - Other Direct;189857;;Netex - Other Direct;Netex - Other Direct;5,27;;;;;;;;;;2;2021;01/02/2021;01/02/2021; 4.846,29 ;N.A;30;;;;;;;;;;;;;;;;;;;;;0,00%;;
ATK12345;BRASIL;72.843.212/0002-22;CenturyLink Comunicaçõe;DATACENTER;DATACENTER;CONVENCIONAL;CONSUMO;IFTNET TELECOMUNICACOES LTDA;;;SP;J639LT1;69112306;Netex - Other Direct;186334;;Netex - Other Direct;Netex - Other Direct;5,27;;;;;;;;;;2;2021;01/02/2021;01/02/2021; 2.500,00 ;N.A;30;;;;;;;;;;;;;;;;;;;;;0,00%;;
ATK12345;BRASIL;72.843.212/0002-22;CenturyLink Comunicaçõe;DATACENTER;DATACENTER;CONVENCIONAL;CONSUMO;TIVIT TERC DE PROC SERV E TECNOL SA;;;SP;J639LT1;69112306;Netex - Other Direct;187658;;Netex - Other Direct;Netex - Other Direct;5,27;;;;;;;;;;2;2021;01/02/2021;01/02/2021; 68.477,66 ;N.A;30;;;;;;;;;;;;;;;;;;;;;0,00%;;
ATK12345;BRASIL;72.843.212/0002-22;CenturyLink Comunicaçõe;DATACENTER;DATACENTER;CONVENCIONAL;CONSUMO;ALTA - AMERICA LATINA TELECOM AVANC;;;SP;J639LT1;69112306;Netex - Other Direct;189271;;Netex - Other Direct;Netex - Other Direct;5,27;;;;;;;;;;3;2021;01/03/2021;01/03/2021; 29.491,83 ;N.A;30;;;;;;;;;;;;;;;;;;;;;0,00%;;
ATK12345;BRASIL;72.843.212/0002-22;CenturyLink Comunicaçõe;DATACENTER;DATACENTER;CONVENCIONAL;CONSUMO;ASCENTY DATA CENTERS E TELECOMUNICA;;;SP;J639LT1;69112306;Netex - Other Direct;186287;;Netex - Other Direct;Netex - Other Direct;5,27;;;;;;;;;;3;2021;01/03/2021;01/03/2021; 6.796,07 ;N.A;30;;;;;;;;;;;;;;;;;;;;;0,00%;;
ATK12345;BRASIL;72.843.212/0002-22;CenturyLink Comunicaçõe;DATACENTER;DATACENTER;CONVENCIONAL;CONSUMO;ASCENTY DATA CENTERS E TELECOMUNICA;;;SP;J639LT1;69112306;Netex - Other Direct;188186;;Netex - Other Direct;Netex - Other Direct;5,27;;;;;;;;;;3;2021;01/03/2021;01/03/2021; 4.069,44 ;N.A;30;;;;;;;;;;;;;;;;;;;;;0,00%;;
ATK12345;BRASIL;72.843.212/0002-22;CenturyLink Comunicaçõe;DATACENTER;DATACENTER;CONVENCIONAL;CONSUMO;ASCENTY DATA CENTERS E TELECOMUNICA;;;SP;J639LT1;69112306;Netex - Other Direct;189581;;Netex - Other Direct;Netex - Other Direct;5,27;;;;;;;;;;3;2021;01/03/2021;01/03/2021; 5.972,55 ;N.A;30;;;;;;;;;;;;;;;;;;;;;0,00%;;
ATK12345;BRASIL;72.843.212/0002-22;CenturyLink Comunicaçõe;DATACENTER;DATACENTER;CONVENCIONAL;CONSUMO;ASCENTY DATA CENTERS E TELECOMUNICA;;;SP;J639LT1;69112306;Netex - Other Direct;189857;;Netex - Other Direct;Netex - Other Direct;5,27;;;;;;;;;;3;2021;01/03/2021;01/03/2021; 5.671,22 ;N.A;30;;;;;;;;;;;;;;;;;;;;;0,00%;;
ATK12345;BRASIL;72.843.212/0002-22;CenturyLink Comunicaçõe;DATACENTER;DATACENTER;CONVENCIONAL;CONSUMO;IFTNET TELECOMUNICACOES LTDA;;;SP;J639LT1;69112306;Netex - Other Direct;186334;;Netex - Other Direct;Netex - Other Direct;5,27;;;;;;;;;;3;2021;01/03/2021;01/03/2021; 2.500,00 ;N.A;30;;;;;;;;;;;;;;;;;;;;;0,00%;;
ATK12345;BRASIL;72.843.212/0002-22;CenturyLink Comunicaçõe;DATACENTER;DATACENTER;CONVENCIONAL;CONSUMO;TIVIT TERC DE PROC SERV E TECNOL SA;;;SP;J639LT1;69112306;Netex - Other Direct;187658;;Netex - Other Direct;Netex - Other Direct;5,27;;;;;;;;;;3;2021;01/03/2021;01/03/2021; 68.477,66 ;N.A;30;;;;;;;;;;;;;;;;;;;;;0,00%;;
ATK12345;BRASIL;72.843.212/0002-22;CenturyLink Comunicaçõe;DATACENTER;DATACENTER;CONVENCIONAL;CONSUMO;ALTA - AMERICA LATINA TELECOM AVANC;;;SP;J639LT1;69112306;Netex - Other Direct;189271;;Netex - Other Direct;Netex - Other Direct;5,27;;;;;;;;;;4;2021;01/04/2021;01/04/2021; 29.491,83 ;N.A;30;;;;;;;;;;;;;;;;;;;;;0,00%;;
ATK12345;BRASIL;72.843.212/0002-22;CenturyLink Comunicaçõe;DATACENTER;DATACENTER;CONVENCIONAL;CONSUMO;ASCENTY DATA CENTERS E TELECOMUNICA;;;SP;J639LT1;69112306;Netex - Other Direct;186287;;Netex - Other Direct;Netex - Other Direct;5,27;;;;;;;;;;4;2021;01/04/2021;01/04/2021; 6.796,07 ;N.A;30;;;;;;;;;;;;;;;;;;;;;0,00%;;
ATK12345;BRASIL;72.843.212/0002-22;CenturyLink Comunicaçõe;DATACENTER;DATACENTER;CONVENCIONAL;CONSUMO;ASCENTY DATA CENTERS E TELECOMUNICA;;;SP;J639LT1;69112306;Netex - Other Direct;188186;;Netex - Other Direct;Netex - Other Direct;5,27;;;;;;;;;;4;2021;01/04/2021;01/04/2021; 4.069,44 ;N.A;30;;;;;;;;;;;;;;;;;;;;;0,00%;;
ATK12345;BRASIL;72.843.212/0002-22;CenturyLink Comunicaçõe;DATACENTER;DATACENTER;CONVENCIONAL;CONSUMO;ASCENTY DATA CENTERS E TELECOMUNICA;;;SP;J639LT1;69112306;Netex - Other Direct;189581;;Netex - Other Direct;Netex - Other Direct;5,27;;;;;;;;;;4;2021;01/04/2021;01/04/2021; 5.972,55 ;N.A;30;;;;;;;;;;;;;;;;;;;;;0,00%;;
ATK12345;BRASIL;72.843.212/0002-22;CenturyLink Comunicaçõe;DATACENTER;DATACENTER;CONVENCIONAL;CONSUMO;ASCENTY DATA CENTERS E TELECOMUNICA;;;SP;J639LT1;69112306;Netex - Other Direct;189857;;Netex - Other Direct;Netex - Other Direct;5,27;;;;;;;;;;4;2021;01/04/2021;01/04/2021; 5.671,22 ;N.A;30;;;;;;;;;;;;;;;;;;;;;0,00%;;
ATK12345;BRASIL;72.843.212/0002-22;CenturyLink Comunicaçõe;DATACENTER;DATACENTER;CONVENCIONAL;CONSUMO;IFTNET TELECOMUNICACOES LTDA;;;SP;J639LT1;69112306;Netex - Other Direct;186334;;Netex - Other Direct;Netex - Other Direct;5,27;;;;;;;;;;4;2021;01/04/2021;01/04/2021; 2.500,00 ;N.A;30;;;;;;;;;;;;;;;;;;;;;0,00%;;
ATK12345;BRASIL;72.843.212/0002-22;CenturyLink Comunicaçõe;DATACENTER;DATACENTER;CONVENCIONAL;CONSUMO;TIVIT TERC DE PROC SERV E TECNOL SA;;;SP;J639LT1;69112306;Netex - Other Direct;187658;;Netex - Other Direct;Netex - Other Direct;5,27;;;;;;;;;;4;2021;01/04/2021;01/04/2021; 68.477,66 ;N.A;30;;;;;;;;;;;;;;;;;;;;;0,00%;;
ATK12345;BRASIL;72.843.212/0002-22;CenturyLink Comunicaçõe;DATACENTER;DATACENTER;CONVENCIONAL;CONSUMO;ACADEMIA BRASILEIRA DE LETRAS;;;;J639LT1;65366540;Netex - Other Direct;189185;;Netex - Other Direct;Netex - Other Direct;5,27;;;;;;;;;;1;2021;01/01/2021;01/01/2021; 37,12 ;N.A;30;;;;;;;;;;;;;;;;;;;;;0,00%;;
ATK12345;BRASIL;72.843.212/0002-22;CenturyLink Comunicaçõe;DATACENTER;DATACENTER;CONVENCIONAL;CONSUMO;BT COMMUNICATIONS DO BRASIL LTDA;;;;J639LT1;65366540;Netex - Other Direct;195225;;Netex - Other Direct;Netex - Other Direct;5,27;;;;;;;;;;1;2021;01/01/2021;01/01/2021; 9.955,20 ;N.A;30;;;;;;;;;;;;;;;;;;;;;0,00%;;
ATK12345;BRASIL;72.843.212/0002-22;CenturyLink Comunicaçõe;DATACENTER;DATACENTER;CONVENCIONAL;CONSUMO;COMD.DO EDIF.COMERCIAL ATAULFO CORP;;;;J639LT1;65366540;Netex - Other Direct;186738;;Netex - Other Direct;Netex - Other Direct;5,27;;;;;;;;;;1;2021;01/01/2021;01/01/2021; 113,05 ;N.A;30;;;;;;;;;;;;;;;;;;;;;0,00%;;
ATK12345;BRASIL;72.843.212/0002-22;CenturyLink Comunicaçõe;DATACENTER;DATACENTER;CONVENCIONAL;CONSUMO;COND ED CENTRO EMPR INTERN RIO;;;;J639LT1;65366540;Netex - Other Direct;189056;;Netex - Other Direct;Netex - Other Direct;5,27;;;;;;;;;;1;2021;01/01/2021;01/01/2021; 224,88 ;N.A;30;;;;;;;;;;;;;;;;;;;;;0,00%;;
ATK12345;BRASIL;72.843.212/0002-22;CenturyLink Comunicaçõe;DATACENTER;DATACENTER;CONVENCIONAL;CONSUMO;ED ANTONIO HUESPE;;;;J639LT1;65366540;Netex - Other Direct;189317;;Netex - Other Direct;Netex - Other Direct;5,27;;;;;;;;;;1;2021;01/01/2021;01/01/2021; 112,79 ;N.A;30;;;;;;;;;;;;;;;;;;;;;0,00%;;
ATK12345;BRASIL;72.843.212/0002-22;CenturyLink Comunicaçõe;DATACENTER;DATACENTER;CONVENCIONAL;CONSUMO;ED EDMA;;;;J639LT1;65366540;Netex - Other Direct;187738;;Netex - Other Direct;Netex - Other Direct;5,27;;;;;;;;;;1;2021;01/01/2021;01/01/2021; 112,79 ;N.A;30;;;;;;;;;;;;;;;;;;;;;0,00%;;
ATK12345;BRASIL;72.843.212/0002-22;CenturyLink Comunicaçõe;DATACENTER;DATACENTER;CONVENCIONAL;CONSUMO;EDIFICIO TABAPUA OFFICES 474;;;;J639LT1;65366540;Netex - Other Direct;186742;;Netex - Other Direct;Netex - Other Direct;5,27;;;;;;;;;;1;2021;01/01/2021;01/01/2021; 113,45 ;N.A;30;;;;;;;;;;;;;;;;;;;;;0,00%;;
ATK12345;BRASIL;72.843.212/0002-22;CenturyLink Comunicaçõe;DATACENTER;DATACENTER;CONVENCIONAL;CONSUMO;OSASCO TRADE & CONVENTION CENTER;;;;J639LT1;65366540;Netex - Other Direct;185950;;Netex - Other Direct;Netex - Other Direct;5,27;;;;;;;;;;1;2021;01/01/2021;01/01/2021; 1.161,50 ;N.A;30;;;;;;;;;;;;;;;;;;;;;0,00%;;
ATK12345;BRASIL;72.843.212/0002-22;CenturyLink Comunicaçõe;DATACENTER;DATACENTER;CONVENCIONAL;CONSUMO;SARACANTA CONSTR E ADM;;;;J639LT1;65366540;Netex - Other Direct;187663;;Netex - Other Direct;Netex - Other Direct;5,27;;;;;;;;;;1;2021;01/01/2021;01/01/2021; 77,16 ;N.A;30;;;;;;;;;;;;;;;;;;;;;0,00%;;
ATK12345;BRASIL;72.843.212/0002-22;CenturyLink Comunicaçõe;DATACENTER;DATACENTER;CONVENCIONAL;CONSUMO;ACADEMIA BRASILEIRA DE LETRAS;;;;J639LT1;65366540;Netex - Other Direct;189185;;Netex - Other Direct;Netex - Other Direct;5,27;;;;;;;;;;2;2021;01/02/2021;01/02/2021; 37,12 ;N.A;30;;;;;;;;;;;;;;;;;;;;;0,00%;;
ATK12345;BRASIL;72.843.212/0002-22;CenturyLink Comunicaçõe;DATACENTER;DATACENTER;CONVENCIONAL;CONSUMO;BT COMMUNICATIONS DO BRASIL LTDA;;;;J639LT1;65366540;Netex - Other Direct;195225;;Netex - Other Direct;Netex - Other Direct;5,27;;;;;;;;;;2;2021;01/02/2021;01/02/2021; 9.955,20 ;N.A;30;;;;;;;;;;;;;;;;;;;;;0,00%;;
ATK12345;BRASIL;72.843.212/0002-22;CenturyLink Comunicaçõe;DATACENTER;DATACENTER;CONVENCIONAL;CONSUMO;COMD.DO EDIF.COMERCIAL ATAULFO CORP;;;;J639LT1;65366540;Netex - Other Direct;186738;;Netex - Other Direct;Netex - Other Direct;5,27;;;;;;;;;;2;2021;01/02/2021;01/02/2021; 142,11 ;N.A;30;;;;;;;;;;;;;;;;;;;;;0,00%;;
ATK12345;BRASIL;72.843.212/0002-22;CenturyLink Comunicaçõe;DATACENTER;DATACENTER;CONVENCIONAL;CONSUMO;COND ED CENTRO EMPR INTERN RIO;;;;J639LT1;65366540;Netex - Other Direct;189056;;Netex - Other Direct;Netex - Other Direct;5,27;;;;;;;;;;2;2021;01/02/2021;01/02/2021; 194,91 ;N.A;30;;;;;;;;;;;;;;;;;;;;;0,00%;;
ATK12345;BRASIL;72.843.212/0002-22;CenturyLink Comunicaçõe;DATACENTER;DATACENTER;CONVENCIONAL;CONSUMO;ED ANTONIO HUESPE;;;;J639LT1;65366540;Netex - Other Direct;189317;;Netex - Other Direct;Netex - Other Direct;5,27;;;;;;;;;;2;2021;01/02/2021;01/02/2021; 112,79 ;N.A;30;;;;;;;;;;;;;;;;;;;;;0,00%;;
ATK12345;BRASIL;72.843.212/0002-22;CenturyLink Comunicaçõe;DATACENTER;DATACENTER;CONVENCIONAL;CONSUMO;ED EDMA;;;;J639LT1;65366540;Netex - Other Direct;187738;;Netex - Other Direct;Netex - Other Direct;5,27;;;;;;;;;;2;2021;01/02/2021;01/02/2021; 112,79 ;N.A;30;;;;;;;;;;;;;;;;;;;;;0,00%;;
ATK12345;BRASIL;72.843.212/0002-22;CenturyLink Comunicaçõe;DATACENTER;DATACENTER;CONVENCIONAL;CONSUMO;EDIFICIO TABAPUA OFFICES 474;;;;J639LT1;65366540;Netex - Other Direct;186742;;Netex - Other Direct;Netex - Other Direct;5,27;;;;;;;;;;2;2021;01/02/2021;01/02/2021; 113,45 ;N.A;30;;;;;;;;;;;;;;;;;;;;;0,00%;;
ATK12345;BRASIL;72.843.212/0002-22;CenturyLink Comunicaçõe;DATACENTER;DATACENTER;CONVENCIONAL;CONSUMO;OSASCO TRADE & CONVENTION CENTER;;;;J639LT1;65366540;Netex - Other Direct;185950;;Netex - Other Direct;Netex - Other Direct;5,27;;;;;;;;;;2;2021;01/02/2021;01/02/2021; 1.589,72 ;N.A;30;;;;;;;;;;;;;;;;;;;;;0,00%;;
ATK12345;BRASIL;72.843.212/0002-22;CenturyLink Comunicaçõe;DATACENTER;DATACENTER;CONVENCIONAL;CONSUMO;SARACANTA CONSTR E ADM;;;;J639LT1;65366540;Netex - Other Direct;187663;;Netex - Other Direct;Netex - Other Direct;5,27;;;;;;;;;;2;2021;01/02/2021;01/02/2021; 77,16 ;N.A;30;;;;;;;;;;;;;;;;;;;;;0,00%;;
ATK12345;BRASIL;72.843.212/0002-22;CenturyLink Comunicaçõe;DATACENTER;DATACENTER;CONVENCIONAL;CONSUMO;ACADEMIA BRASILEIRA DE LETRAS;;;;J639LT1;65366540;Netex - Other Direct;189185;;Netex - Other Direct;Netex - Other Direct;5,27;;;;;;;;;;3;2021;01/03/2021;01/03/2021; 27,83 ;;;;;;;;;;;;;;;;;;;;;;;0,00%;;
ATK12345;BRASIL;72.843.212/0002-22;CenturyLink Comunicaçõe;DATACENTER;DATACENTER;CONVENCIONAL;CONSUMO;BT COMMUNICATIONS DO BRASIL LTDA;;;;J639LT1;65366540;Netex - Other Direct;195225;;Netex - Other Direct;Netex - Other Direct;5,27;;;;;;;;;;3;2021;01/03/2021;01/03/2021; 9.955,20 ;;;;;;;;;;;;;;;;;;;;;;;0,00%;;
ATK12345;BRASIL;72.843.212/0002-22;CenturyLink Comunicaçõe;DATACENTER;DATACENTER;CONVENCIONAL;CONSUMO;COMD.DO EDIF.COMERCIAL ATAULFO CORP;;;;J639LT1;65366540;Netex - Other Direct;186738;;Netex - Other Direct;Netex - Other Direct;5,27;;;;;;;;;;3;2021;01/03/2021;01/03/2021; 142,11 ;;;;;;;;;;;;;;;;;;;;;;;0,00%;;
ATK12345;BRASIL;72.843.212/0002-22;CenturyLink Comunicaçõe;DATACENTER;DATACENTER;CONVENCIONAL;CONSUMO;COND ED CENTRO EMPR INTERN RIO;;;;J639LT1;65366540;Netex - Other Direct;189056;;Netex - Other Direct;Netex - Other Direct;5,27;;;;;;;;;;3;2021;01/03/2021;01/03/2021; 189,61 ;;;;;;;;;;;;;;;;;;;;;;;0,00%;;
ATK12345;BRASIL;72.843.212/0002-22;CenturyLink Comunicaçõe;DATACENTER;DATACENTER;CONVENCIONAL;CONSUMO;ED ANTONIO HUESPE;;;;J639LT1;65366540;Netex - Other Direct;189317;;Netex - Other Direct;Netex - Other Direct;5,27;;;;;;;;;;3;2021;01/03/2021;01/03/2021; 112,79 ;;;;;;;;;;;;;;;;;;;;;;;0,00%;;
ATK12345;BRASIL;72.843.212/0002-22;CenturyLink Comunicaçõe;DATACENTER;DATACENTER;CONVENCIONAL;CONSUMO;ED EDMA;;;;J639LT1;65366540;Netex - Other Direct;187738;;Netex - Other Direct;Netex - Other Direct;5,27;;;;;;;;;;3;2021;01/03/2021;01/03/2021; 112,79 ;;;;;;;;;;;;;;;;;;;;;;;0,00%;;
ATK12345;BRASIL;72.843.212/0002-22;CenturyLink Comunicaçõe;DATACENTER;DATACENTER;CONVENCIONAL;CONSUMO;EDIFICIO TABAPUA OFFICES 474;;;;J639LT1;65366540;Netex - Other Direct;186742;;Netex - Other Direct;Netex - Other Direct;5,27;;;;;;;;;;3;2021;01/03/2021;01/03/2021; 113,45 ;;;;;;;;;;;;;;;;;;;;;;;0,00%;;
ATK12345;BRASIL;72.843.212/0002-22;CenturyLink Comunicaçõe;DATACENTER;DATACENTER;CONVENCIONAL;CONSUMO;OSASCO TRADE & CONVENTION CENTER;;;;J639LT1;65366540;Netex - Other Direct;185950;;Netex - Other Direct;Netex - Other Direct;5,27;;;;;;;;;;3;2021;01/03/2021;01/03/2021; 693,00 ;;;;;;;;;;;;;;;;;;;;;;;0,00%;;
ATK12345;BRASIL;72.843.212/0002-22;CenturyLink Comunicaçõe;DATACENTER;DATACENTER;CONVENCIONAL;CONSUMO;SARACANTA CONSTR E ADM;;;;J639LT1;65366540;Netex - Other Direct;187663;;Netex - Other Direct;Netex - Other Direct;5,27;;;;;;;;;;3;2021;01/03/2021;01/03/2021; 77,16 ;;;;;;;;;;;;;;;;;;;;;;;0,00%;;
ATK12345;BRASIL;72.843.212/0002-22;CenturyLink Comunicaçõe;DATACENTER;DATACENTER;CONVENCIONAL;CONSUMO;ACADEMIA BRASILEIRA DE LETRAS;;;;J639LT1;65366540;Netex - Other Direct;189185;;Netex - Other Direct;Netex - Other Direct;5,27;;;;;;;;;;4;2021;01/04/2021;01/04/2021; 35,82 ;;;;;;;;;;;;;;;;;;;;;;;0,00%;;
ATK12345;BRASIL;72.843.212/0002-22;CenturyLink Comunicaçõe;DATACENTER;DATACENTER;CONVENCIONAL;CONSUMO;BT COMMUNICATIONS DO BRASIL LTDA;;;;J639LT1;65366540;Netex - Other Direct;195225;;Netex - Other Direct;Netex - Other Direct;5,27;;;;;;;;;;4;2021;01/04/2021;01/04/2021; 9.955,20 ;;;;;;;;;;;;;;;;;;;;;;;0,00%;;
